folder|name|url
开发/GitHub/WecomTeam/wecom-cli|WecomTeam/wecom-cli|https://github.com/WecomTeam/wecom-cli
开发/GitHub/aliasrobotics/cai|aliasrobotics/cai|https://github.com/aliasrobotics/cai
开发/GitHub/jackwener/OpenCLI|jackwener/OpenCLI|https://github.com/jackwener/OpenCLI
开发/GitHub/plugin87/ux-ui-agent-skills|plugin87/ux-ui-agent-skills|https://github.com/plugin87/ux-ui-agent-skills
开发/GitHub/Michaelliv/markit|Michaelliv/markit|https://github.com/Michaelliv/markit
开发/GitHub/Panniantong/Agent-Reach|Panniantong/Agent-Reach|https://github.com/Panniantong/Agent-Reach
开发/GitHub/Justineo/working-with-ai|Justineo/working-with-ai|https://github.com/Justineo/working-with-ai
开发/GitHub/win4r/ClawTeam-OpenClaw|win4r/ClawTeam-OpenClaw|https://github.com/win4r/ClawTeam-OpenClaw
开发/GitHub/dogadmin/ProcIR|dogadmin/ProcIR|https://github.com/dogadmin/ProcIR
开发/GitHub/jarrodwatts/claude-hud|jarrodwatts/claude-hud|https://github.com/jarrodwatts/claude-hud
开发/GitHub/Fuhao064/docx_format_check|Fuhao064/docx_format_check|https://github.com/Fuhao064/docx_format_check
开发/GitHub/JCodesMore/ai-website-cloner-template|JCodesMore/ai-website-cloner-template|https://github.com/JCodesMore/ai-website-cloner-template
开发/GitHub/mgechev/skills-best-practices|mgechev/skills-best-practices|https://github.com/mgechev/skills-best-practices
开发/GitHub/n-WN/SubgroupX|n-WN/SubgroupX|https://github.com/n-WN/SubgroupX
开发/GitHub/ether/etherpad|ether/etherpad|https://github.com/ether/etherpad
开发/GitHub/ljagiello/ctf-skills|ljagiello/ctf-skills|https://github.com/ljagiello/ctf-skills
开发/GitHub/liketrek/TREK|liketrek/TREK|https://github.com/liketrek/TREK
开发/GitHub/NORMAL-EX/LetRecovery|NORMAL-EX/LetRecovery|https://github.com/NORMAL-EX/LetRecovery
开发/GitHub/bosswnx/huiwenmincho-improved|bosswnx/huiwenmincho-improved|https://github.com/bosswnx/huiwenmincho-improved
开发/GitHub/pascalorg/editor|pascalorg/editor|https://github.com/pascalorg/editor
开发/GitHub/gsd-build/get-shit-done|gsd-build/get-shit-done|https://github.com/gsd-build/get-shit-done
开发/GitHub/MiniMax-AI/skills|MiniMax-AI/skills|https://github.com/MiniMax-AI/skills
开发/GitHub/XLearnity/gstack|XLearnity/gstack|https://github.com/XLearnity/gstack
开发/GitHub/TranHoaiHung/figma-ui-mcp|TranHoaiHung/figma-ui-mcp|https://github.com/TranHoaiHung/figma-ui-mcp
开发/GitHub/blitzdotdev/blitz-mac|blitzdotdev/blitz-mac|https://github.com/blitzdotdev/blitz-mac
开发/GitHub/truongduy2611/app-store-preflight-skills|truongduy2611/app-store-preflight-skills|https://github.com/truongduy2611/app-store-preflight-skills
开发/GitHub/saihgupr/DMGMaker|saihgupr/DMGMaker|https://github.com/saihgupr/DMGMaker
开发/GitHub/ixchio/n0x|ixchio/n0x|https://github.com/ixchio/n0x
开发/GitHub/mozilla-ai/llamafile|mozilla-ai/llamafile|https://github.com/mozilla-ai/llamafile
开发/GitHub/KittenML/KittenTTS|KittenML/KittenTTS|https://github.com/KittenML/KittenTTS
开发/GitHub/dungngminh/simutil|dungngminh/simutil|https://github.com/dungngminh/simutil
开发/GitHub/markdown-viewer/markdown-viewer-extension|markdown-viewer/markdown-viewer-extension|https://github.com/markdown-viewer/markdown-viewer-extension
开发/GitHub/uditgoenka/autoresearch|uditgoenka/autoresearch|https://github.com/uditgoenka/autoresearch
开发/GitHub/garrytan/gstack|garrytan/gstack|https://github.com/garrytan/gstack
开发/GitHub/alibaba/page-agent|alibaba/page-agent|https://github.com/alibaba/page-agent
开发/GitHub/Kuingsmile/PicList|Kuingsmile/PicList|https://github.com/Kuingsmile/PicList
开发/GitHub/systemmin/kill-doc|systemmin/kill-doc|https://github.com/systemmin/kill-doc
开发/GitHub/karpathy/autoresearch|karpathy/autoresearch|https://github.com/karpathy/autoresearch
开发/GitHub/opendataloader-project/opendataloader-pdf|opendataloader-project/opendataloader-pdf|https://github.com/opendataloader-project/opendataloader-pdf
开发/GitHub/cnlimiter/codex-manager|cnlimiter/codex-manager|https://github.com/cnlimiter/codex-manager
开发/GitHub/HKUDS/ClawTeam|HKUDS/ClawTeam|https://github.com/HKUDS/ClawTeam
开发/GitHub/open-compress/claw-compactor|open-compress/claw-compactor|https://github.com/open-compress/claw-compactor
开发/GitHub/vxcontrol/pentagi|vxcontrol/pentagi|https://github.com/vxcontrol/pentagi
开发/GitHub/aiming-lab/MetaClaw|aiming-lab/MetaClaw|https://github.com/aiming-lab/MetaClaw
开发/GitHub/THU-MAIC/OpenMAIC|THU-MAIC/OpenMAIC|https://github.com/THU-MAIC/OpenMAIC
开发/GitHub/cosformula/openclaw-mlx-audio|cosformula/openclaw-mlx-audio|https://github.com/cosformula/openclaw-mlx-audio
开发/GitHub/Blaizzy/mlx-audio|Blaizzy/mlx-audio|https://github.com/Blaizzy/mlx-audio
开发/GitHub/wuzf/2fa|wuzf/2fa|https://github.com/wuzf/2fa
开发/GitHub/AsamK/signal-cli|AsamK/signal-cli|https://github.com/AsamK/signal-cli
开发/GitHub/Dimillian/Skills|Dimillian/Skills|https://github.com/Dimillian/Skills
开发/GitHub/p-e-w/heretic|p-e-w/heretic|https://github.com/p-e-w/heretic
开发/GitHub/better-auth/better-icons|better-auth/better-icons|https://github.com/better-auth/better-icons
开发/GitHub/kepano/defuddle|kepano/defuddle|https://github.com/kepano/defuddle
开发/GitHub/signerlabs/ShipSwift|signerlabs/ShipSwift|https://github.com/signerlabs/ShipSwift
开发/GitHub/Vali-98/ChatterUI|Vali-98/ChatterUI|https://github.com/Vali-98/ChatterUI
开发/GitHub/suzuran0y/CCTV-Smartphone-AI-Monitoring|suzuran0y/CCTV-Smartphone-AI-Monitoring|https://github.com/suzuran0y/CCTV-Smartphone-AI-Monitoring
开发/GitHub/thesysdev/openui|thesysdev/openui|https://github.com/thesysdev/openui
开发/GitHub/blackboardsh/electrobun|blackboardsh/electrobun|https://github.com/blackboardsh/electrobun
开发/GitHub/GhostWolfLab/AI_Security_Top|GhostWolfLab/AI_Security_Top|https://github.com/GhostWolfLab/AI_Security_Top
开发/GitHub/superdoc-dev/superdoc|superdoc-dev/superdoc|https://github.com/superdoc-dev/superdoc
开发/GitHub/keremerkan/asc-screenshots|keremerkan/asc-screenshots|https://github.com/keremerkan/asc-screenshots
开发/GitHub/ParthJadhav/app-store-screenshots|ParthJadhav/app-store-screenshots|https://github.com/ParthJadhav/app-store-screenshots
开发/GitHub/jundot/omlx|jundot/omlx|https://github.com/jundot/omlx
开发/GitHub/pbakaus/impeccable|pbakaus/impeccable|https://github.com/pbakaus/impeccable
开发/GitHub/FreedomIntelligence/OpenClaw-Medical-Skills|FreedomIntelligence/OpenClaw-Medical-Skills|https://github.com/FreedomIntelligence/OpenClaw-Medical-Skills
开发/GitHub/kasnria001/qualcomm_gbl_exploit_poc|kasnria001/qualcomm_gbl_exploit_poc|https://github.com/kasnria001/qualcomm_gbl_exploit_poc
开发/GitHub/phuryn/pm-skills|phuryn/pm-skills|https://github.com/phuryn/pm-skills
开发/GitHub/cloudflare/vinext|cloudflare/vinext|https://github.com/cloudflare/vinext
开发/GitHub/msitarzewski/agency-agents|msitarzewski/agency-agents|https://github.com/msitarzewski/agency-agents
开发/GitHub/ratatui/ratatui|ratatui/ratatui|https://github.com/ratatui/ratatui
开发/GitHub/maderix/ANE|maderix/ANE|https://github.com/maderix/ANE
开发/GitHub/slowmist/openclaw-security-practice-guide|slowmist/openclaw-security-practice-guide|https://github.com/slowmist/openclaw-security-practice-guide
开发/GitHub/google-labs-code/jules-skills|google-labs-code/jules-skills|https://github.com/google-labs-code/jules-skills
开发/GitHub/ruvnet/RuView|ruvnet/RuView|https://github.com/ruvnet/RuView
开发/GitHub/Johnshall/Shadowrocket-ADBlock-Rules-Forever|Johnshall/Shadowrocket-ADBlock-Rules-Forever|https://github.com/Johnshall/Shadowrocket-ADBlock-Rules-Forever
开发/GitHub/al-one/hass-xiaomi-miot|al-one/hass-xiaomi-miot|https://github.com/al-one/hass-xiaomi-miot
开发/GitHub/kevinho/clawfeed|kevinho/clawfeed|https://github.com/kevinho/clawfeed
开发/GitHub/d3mocide/Sovereign_Watch|d3mocide/Sovereign_Watch|https://github.com/d3mocide/Sovereign_Watch
开发/GitHub/vadimmelnicuk/meo|vadimmelnicuk/meo|https://github.com/vadimmelnicuk/meo
开发/GitHub/malpern/VoxClaw|malpern/VoxClaw|https://github.com/malpern/VoxClaw
开发/GitHub/cosZone/MoePeek|cosZone/MoePeek|https://github.com/cosZone/MoePeek
开发/GitHub/0xdres/astro-devosfera|0xdres/astro-devosfera|https://github.com/0xdres/astro-devosfera
开发/GitHub/tailscale/tailscale|tailscale/tailscale|https://github.com/tailscale/tailscale
开发/GitHub/SuperCmdLabs/SuperCmd|SuperCmdLabs/SuperCmd|https://github.com/SuperCmdLabs/SuperCmd
开发/GitHub/tobi/qmd|tobi/qmd|https://github.com/tobi/qmd
开发/GitHub/netease-youdao/LobsterAI|netease-youdao/LobsterAI|https://github.com/netease-youdao/LobsterAI
开发/GitHub/liriansu-opus/chinese-calendar|liriansu-opus/chinese-calendar|https://github.com/liriansu-opus/chinese-calendar
开发/GitHub/debugtheworldbot/chromegemini|debugtheworldbot/chromegemini|https://github.com/debugtheworldbot/chromegemini
开发/GitHub/zetavg/Inventory|zetavg/Inventory|https://github.com/zetavg/Inventory
开发/GitHub/AlexsJones/llmfit|AlexsJones/llmfit|https://github.com/AlexsJones/llmfit
开发/GitHub/pinchtab/pinchtab|pinchtab/pinchtab|https://github.com/pinchtab/pinchtab
开发/GitHub/sumruler/typora-theme-phycat|sumruler/typora-theme-phycat|https://github.com/sumruler/typora-theme-phycat
开发/GitHub/openclaw/gogcli|openclaw/gogcli|https://github.com/openclaw/gogcli
开发/GitHub/anl331/goey-toast|anl331/goey-toast|https://github.com/anl331/goey-toast
开发/GitHub/mlc-ai/binary-mlc-llm-libs|mlc-ai/binary-mlc-llm-libs|https://github.com/mlc-ai/binary-mlc-llm-libs
开发/GitHub/QwenLM/Qwen3-ASR|QwenLM/Qwen3-ASR|https://github.com/QwenLM/Qwen3-ASR
开发/GitHub/QwenLM/Qwen3-TTS|QwenLM/Qwen3-TTS|https://github.com/QwenLM/Qwen3-TTS
开发/GitHub/index-tts/index-tts|index-tts/index-tts|https://github.com/index-tts/index-tts
开发/GitHub/creativetimofficial/ui|creativetimofficial/ui|https://github.com/creativetimofficial/ui
开发/GitHub/Faceplugin-ltd/Open-Source-Face-Recognition-SDK|Faceplugin-ltd/Open-Source-Face-Recognition-SDK|https://github.com/Faceplugin-ltd/Open-Source-Face-Recognition-SDK
开发/GitHub/cheahjs/free-llm-api-resources|cheahjs/free-llm-api-resources|https://github.com/cheahjs/free-llm-api-resources
开发/GitHub/DebugSwift/DebugSwift|DebugSwift/DebugSwift|https://github.com/DebugSwift/DebugSwift
开发/GitHub/julyx10/lap|julyx10/lap|https://github.com/julyx10/lap
开发/GitHub/open-saas-directory/awesome-native-macosx-apps|open-saas-directory/awesome-native-macosx-apps|https://github.com/open-saas-directory/awesome-native-macosx-apps
开发/GitHub/actionbook/actionbook|actionbook/actionbook|https://github.com/actionbook/actionbook
开发/GitHub/SamNet-dev/paqctl|SamNet-dev/paqctl|https://github.com/SamNet-dev/paqctl
开发/GitHub/ebertti/awesome-telegram|ebertti/awesome-telegram|https://github.com/ebertti/awesome-telegram
开发/GitHub/shadcnstore/shadcn-dashboard-landing-template|shadcnstore/shadcn-dashboard-landing-template|https://github.com/shadcnstore/shadcn-dashboard-landing-template
开发/GitHub/glideapps/glide-data-grid|glideapps/glide-data-grid|https://github.com/glideapps/glide-data-grid
开发/GitHub/Gowtham-Darkseid/AutoPentestX|Gowtham-Darkseid/AutoPentestX|https://github.com/Gowtham-Darkseid/AutoPentestX
开发/GitHub/grammyjs/grammY|grammyjs/grammY|https://github.com/grammyjs/grammY
开发/GitHub/Kaiyuan/CarNote|Kaiyuan/CarNote|https://github.com/Kaiyuan/CarNote
开发/GitHub/thewh1teagle/vibe|thewh1teagle/vibe|https://github.com/thewh1teagle/vibe
开发/GitHub/bklit/bklit-ui|bklit/bklit-ui|https://github.com/bklit/bklit-ui
开发/GitHub/alamenai/terrae|alamenai/terrae|https://github.com/alamenai/terrae
开发/GitHub/AmineDjeghri/personal-os-setup|AmineDjeghri/personal-os-setup|https://github.com/AmineDjeghri/personal-os-setup
开发/GitHub/bestxxt/SmartLedger|bestxxt/SmartLedger|https://github.com/bestxxt/SmartLedger
开发/GitHub/1jehuang/mermaid-rs-renderer|1jehuang/mermaid-rs-renderer|https://github.com/1jehuang/mermaid-rs-renderer
开发/GitHub/tats-u/markdown-cjk-friendly|tats-u/markdown-cjk-friendly|https://github.com/tats-u/markdown-cjk-friendly
开发/GitHub/lukilabs/beautiful-mermaid|lukilabs/beautiful-mermaid|https://github.com/lukilabs/beautiful-mermaid
开发/GitHub/chatfire-AI/huobao-drama|chatfire-AI/huobao-drama|https://github.com/chatfire-AI/huobao-drama
开发/GitHub/cloudflare/moltworker|cloudflare/moltworker|https://github.com/cloudflare/moltworker
开发/GitHub/AKS-Labs/Tulsi|AKS-Labs/Tulsi|https://github.com/AKS-Labs/Tulsi
开发/GitHub/Turbo1123/roubao|Turbo1123/roubao|https://github.com/Turbo1123/roubao
开发/GitHub/emanuele-f/PCAPdroid|emanuele-f/PCAPdroid|https://github.com/emanuele-f/PCAPdroid
开发/GitHub/tanweai/wooyun-legacy|tanweai/wooyun-legacy|https://github.com/tanweai/wooyun-legacy
开发/GitHub/frappe/hrms|frappe/hrms|https://github.com/frappe/hrms
开发/GitHub/antfu/skills|antfu/skills|https://github.com/antfu/skills
开发/GitHub/babel-llm/babel-llm|babel-llm/babel-llm|https://github.com/babel-llm/babel-llm
开发/GitHub/Lukajnk/cight|Lukajnk/cight|https://github.com/Lukajnk/cight
开发/GitHub/zerostaticthemes/square-ui|zerostaticthemes/square-ui|https://github.com/zerostaticthemes/square-ui
开发/GitHub/AlexxIT/go2rtc|AlexxIT/go2rtc|https://github.com/AlexxIT/go2rtc
开发/GitHub/XiaoMi/xiaomi-miloco|XiaoMi/xiaomi-miloco|https://github.com/XiaoMi/xiaomi-miloco
开发/GitHub/yusufkaraaslan/Skill_Seekers|yusufkaraaslan/Skill_Seekers|https://github.com/yusufkaraaslan/Skill_Seekers
开发/GitHub/TimWitzdam/GitSave|TimWitzdam/GitSave|https://github.com/TimWitzdam/GitSave
开发/GitHub/rorkai/App-Store-Connect-CLI|rorkai/App-Store-Connect-CLI|https://github.com/rorkai/App-Store-Connect-CLI
开发/GitHub/V33RU/awesome-connected-things-sec|V33RU/awesome-connected-things-sec|https://github.com/V33RU/awesome-connected-things-sec
开发/GitHub/adithya-s-k/manim_skill|adithya-s-k/manim_skill|https://github.com/adithya-s-k/manim_skill
开发/GitHub/openclaw/openclaw|openclaw/openclaw|https://github.com/openclaw/openclaw
开发/GitHub/ionic-team/capacitor|ionic-team/capacitor|https://github.com/ionic-team/capacitor
开发/GitHub/AvdLee/SwiftUI-Agent-Skill|AvdLee/SwiftUI-Agent-Skill|https://github.com/AvdLee/SwiftUI-Agent-Skill
开发/GitHub/benjitaylor/agentation|benjitaylor/agentation|https://github.com/benjitaylor/agentation
开发/GitHub/router-for-me/CLIProxyAPI|router-for-me/CLIProxyAPI|https://github.com/router-for-me/CLIProxyAPI
开发/GitHub/fleetbase/fleetbase|fleetbase/fleetbase|https://github.com/fleetbase/fleetbase
开发/GitHub/trzsz/tsshd|trzsz/tsshd|https://github.com/trzsz/tsshd
开发/GitHub/baotlake/office-website|baotlake/office-website|https://github.com/baotlake/office-website
开发/GitHub/itskovacs/trip|itskovacs/trip|https://github.com/itskovacs/trip
开发/GitHub/LoredCast/filewizard|LoredCast/filewizard|https://github.com/LoredCast/filewizard
开发/GitHub/TailAdmin/free-react-tailwind-admin-dashboard|TailAdmin/free-react-tailwind-admin-dashboard|https://github.com/TailAdmin/free-react-tailwind-admin-dashboard
开发/GitHub/alvinunreal/oh-my-opencode-slim|alvinunreal/oh-my-opencode-slim|https://github.com/alvinunreal/oh-my-opencode-slim
开发/GitHub/microsoft/VibeVoice|microsoft/VibeVoice|https://github.com/microsoft/VibeVoice
开发/GitHub/crxjs/chrome-extension-tools|crxjs/chrome-extension-tools|https://github.com/crxjs/chrome-extension-tools
开发/GitHub/mlc-ai/web-llm-assistant|mlc-ai/web-llm-assistant|https://github.com/mlc-ai/web-llm-assistant
开发/GitHub/RunanywhereAI/runanywhere-sdks|RunanywhereAI/runanywhere-sdks|https://github.com/RunanywhereAI/runanywhere-sdks
开发/GitHub/skiptools/skip|skiptools/skip|https://github.com/skiptools/skip
开发/GitHub/getrailsui/railsui|getrailsui/railsui|https://github.com/getrailsui/railsui
开发/GitHub/RunanywhereAI/on-device-browser-agent|RunanywhereAI/on-device-browser-agent|https://github.com/RunanywhereAI/on-device-browser-agent
开发/GitHub/obra/superpowers|obra/superpowers|https://github.com/obra/superpowers
开发/GitHub/NoeFabris/opencode-antigravity-auth|NoeFabris/opencode-antigravity-auth|https://github.com/NoeFabris/opencode-antigravity-auth
开发/GitHub/vuejs-ai/skills|vuejs-ai/skills|https://github.com/vuejs-ai/skills
开发/GitHub/law-chain-hot/websocket-devtools|law-chain-hot/websocket-devtools|https://github.com/law-chain-hot/websocket-devtools
开发/GitHub/automazeio/ccpm|automazeio/ccpm|https://github.com/automazeio/ccpm
开发/GitHub/IndAlok/rzweb|IndAlok/rzweb|https://github.com/IndAlok/rzweb
开发/GitHub/aidenybai/million|aidenybai/million|https://github.com/aidenybai/million
开发/GitHub/aidenybai/react-scan|aidenybai/react-scan|https://github.com/aidenybai/react-scan
开发/GitHub/aidenybai/react-grab|aidenybai/react-grab|https://github.com/aidenybai/react-grab
开发/GitHub/xemle/home-gallery|xemle/home-gallery|https://github.com/xemle/home-gallery
开发/GitHub/photoprism/photoprism|photoprism/photoprism|https://github.com/photoprism/photoprism
开发/GitHub/Afilmory/afilmory|Afilmory/afilmory|https://github.com/Afilmory/afilmory
开发/GitHub/pyecharts/pyecharts|pyecharts/pyecharts|https://github.com/pyecharts/pyecharts
开发/GitHub/cruip/tailwind-dashboard-template|cruip/tailwind-dashboard-template|https://github.com/cruip/tailwind-dashboard-template
开发/GitHub/gitcoffee-os/postbot|gitcoffee-os/postbot|https://github.com/gitcoffee-os/postbot
开发/GitHub/zackelia/bclm|zackelia/bclm|https://github.com/zackelia/bclm
开发/GitHub/daymade/claude-code-skills|daymade/claude-code-skills|https://github.com/daymade/claude-code-skills
开发/GitHub/affaan-m/ECC|affaan-m/ECC|https://github.com/affaan-m/ECC
开发/GitHub/makerever/rever|makerever/rever|https://github.com/makerever/rever
开发/GitHub/craft-ai-agents/craft-agents-oss|craft-ai-agents/craft-agents-oss|https://github.com/craft-ai-agents/craft-agents-oss
开发/GitHub/AlexKontorovich/2025EuclideanGeometryCourse|AlexKontorovich/2025EuclideanGeometryCourse|https://github.com/AlexKontorovich/2025EuclideanGeometryCourse
开发/GitHub/phosphor-icons/homepage|phosphor-icons/homepage|https://github.com/phosphor-icons/homepage
开发/GitHub/Jason-uxui/project-dashboard|Jason-uxui/project-dashboard|https://github.com/Jason-uxui/project-dashboard
开发/GitHub/ianstormtaylor/slate|ianstormtaylor/slate|https://github.com/ianstormtaylor/slate
开发/GitHub/zstmfhy/zlibrary-to-notebooklm|zstmfhy/zlibrary-to-notebooklm|https://github.com/zstmfhy/zlibrary-to-notebooklm
开发/GitHub/KalyanM45/AI-Project-Gallery|KalyanM45/AI-Project-Gallery|https://github.com/KalyanM45/AI-Project-Gallery
开发/GitHub/multica-ai/multica|multica-ai/multica|https://github.com/multica-ai/multica
开发/GitHub/HKUDS/DeepTutor|HKUDS/DeepTutor|https://github.com/HKUDS/DeepTutor
开发/GitHub/ui-layouts/ui-tools|ui-layouts/ui-tools|https://github.com/ui-layouts/ui-tools
开发/GitHub/Code-with-Beto/snapai|Code-with-Beto/snapai|https://github.com/Code-with-Beto/snapai
开发/GitHub/pixlcore/xyops|pixlcore/xyops|https://github.com/pixlcore/xyops
开发/GitHub/vercel-labs/skills|vercel-labs/skills|https://github.com/vercel-labs/skills
开发/GitHub/amak-tech/port-buddy|amak-tech/port-buddy|https://github.com/amak-tech/port-buddy
开发/GitHub/nguyenphutrong/quotio|nguyenphutrong/quotio|https://github.com/nguyenphutrong/quotio
开发/GitHub/solidtime-io/solidtime|solidtime-io/solidtime|https://github.com/solidtime-io/solidtime
开发/GitHub/KartikLabhshetwar/better-shot|KartikLabhshetwar/better-shot|https://github.com/KartikLabhshetwar/better-shot
开发/GitHub/vercel-labs/agent-skills|vercel-labs/agent-skills|https://github.com/vercel-labs/agent-skills
开发/GitHub/lustan/XApi|lustan/XApi|https://github.com/lustan/XApi
开发/GitHub/agentsdance/agentx|agentsdance/agentx|https://github.com/agentsdance/agentx
开发/GitHub/ibelick/ui-skills|ibelick/ui-skills|https://github.com/ibelick/ui-skills
开发/GitHub/embedpdf/embed-pdf-viewer|embedpdf/embed-pdf-viewer|https://github.com/embedpdf/embed-pdf-viewer
开发/GitHub/wendy7756/AI-Video-Transcriber|wendy7756/AI-Video-Transcriber|https://github.com/wendy7756/AI-Video-Transcriber
开发/GitHub/TalEliyahu/Awesome-AI-Security|TalEliyahu/Awesome-AI-Security|https://github.com/TalEliyahu/Awesome-AI-Security
开发/GitHub/vercel-labs/agent-browser|vercel-labs/agent-browser|https://github.com/vercel-labs/agent-browser
开发/GitHub/LSPosed/LSPosed|LSPosed/LSPosed|https://github.com/LSPosed/LSPosed
开发/GitHub/reconurge/flowsint|reconurge/flowsint|https://github.com/reconurge/flowsint
开发/GitHub/robert-mcdermott/ai-knowledge-graph|robert-mcdermott/ai-knowledge-graph|https://github.com/robert-mcdermott/ai-knowledge-graph
开发/GitHub/PDFCraftTool/pdfcraft|PDFCraftTool/pdfcraft|https://github.com/PDFCraftTool/pdfcraft
开发/GitHub/Kaliiiiiiiiii-Vinyzu/patchright|Kaliiiiiiiiii-Vinyzu/patchright|https://github.com/Kaliiiiiiiiii-Vinyzu/patchright
开发/GitHub/makepad/makepad|makepad/makepad|https://github.com/makepad/makepad
开发/GitHub/shuaidaoya/FreeNodes|shuaidaoya/FreeNodes|https://github.com/shuaidaoya/FreeNodes
开发/GitHub/ChrisWiles/claude-code-showcase|ChrisWiles/claude-code-showcase|https://github.com/ChrisWiles/claude-code-showcase
开发/GitHub/ophub/fnnas|ophub/fnnas|https://github.com/ophub/fnnas
开发/GitHub/carlcastanas/Cybersecurity-Roadmap|carlcastanas/Cybersecurity-Roadmap|https://github.com/carlcastanas/Cybersecurity-Roadmap
开发/GitHub/hamzamix/StarWise|hamzamix/StarWise|https://github.com/hamzamix/StarWise
开发/GitHub/jenish-sojitra/JSAnalyzer|jenish-sojitra/JSAnalyzer|https://github.com/jenish-sojitra/JSAnalyzer
开发/GitHub/google-gemma/cookbook|google-gemma/cookbook|https://github.com/google-gemma/cookbook
开发/GitHub/YishenTu/claudian|YishenTu/claudian|https://github.com/YishenTu/claudian
开发/GitHub/antvis/Infographic|antvis/Infographic|https://github.com/antvis/Infographic
开发/GitHub/angristan/MacThrottle|angristan/MacThrottle|https://github.com/angristan/MacThrottle
开发/GitHub/SnapXL/SnapX|SnapXL/SnapX|https://github.com/SnapXL/SnapX
开发/GitHub/prateek-chaubey/YTPro|prateek-chaubey/YTPro|https://github.com/prateek-chaubey/YTPro
开发/GitHub/user1342/Awesome-Android-Reverse-Engineering|user1342/Awesome-Android-Reverse-Engineering|https://github.com/user1342/Awesome-Android-Reverse-Engineering
开发/GitHub/heilcheng/awesome-agent-skills|heilcheng/awesome-agent-skills|https://github.com/heilcheng/awesome-agent-skills
开发/GitHub/exadel-inc/CompreFace|exadel-inc/CompreFace|https://github.com/exadel-inc/CompreFace
开发/GitHub/OthmanAdi/planning-with-files|OthmanAdi/planning-with-files|https://github.com/OthmanAdi/planning-with-files
开发/GitHub/K-Dense-AI/scientific-agent-skills|K-Dense-AI/scientific-agent-skills|https://github.com/K-Dense-AI/scientific-agent-skills
开发/GitHub/AgentDeskAI/browser-tools-mcp|AgentDeskAI/browser-tools-mcp|https://github.com/AgentDeskAI/browser-tools-mcp
开发/GitHub/code-yeongyu/oh-my-openagent|code-yeongyu/oh-my-openagent|https://github.com/code-yeongyu/oh-my-openagent
开发/GitHub/cpp-for-yourself/lectures-and-homeworks|cpp-for-yourself/lectures-and-homeworks|https://github.com/cpp-for-yourself/lectures-and-homeworks
开发/GitHub/Aashu-Dubey/React-Native-UI-Templates|Aashu-Dubey/React-Native-UI-Templates|https://github.com/Aashu-Dubey/React-Native-UI-Templates
开发/GitHub/0015/Sn0wfreezeDev_openhaystack|0015/Sn0wfreezeDev_openhaystack|https://github.com/0015/Sn0wfreezeDev_openhaystack
开发/GitHub/agrinman/tunnelto|agrinman/tunnelto|https://github.com/agrinman/tunnelto
开发/GitHub/Anxcye/anx-reader|Anxcye/anx-reader|https://github.com/Anxcye/anx-reader
开发/GitHub/nextlevelbuilder/ui-ux-pro-max-skill|nextlevelbuilder/ui-ux-pro-max-skill|https://github.com/nextlevelbuilder/ui-ux-pro-max-skill
开发/GitHub/rtedpro-cpu/dockermox|rtedpro-cpu/dockermox|https://github.com/rtedpro-cpu/dockermox
开发/GitHub/HQarroum/docker-android|HQarroum/docker-android|https://github.com/HQarroum/docker-android
开发/GitHub/nashaofu/shell360|nashaofu/shell360|https://github.com/nashaofu/shell360
开发/GitHub/infiniV/VoiceFlow|infiniV/VoiceFlow|https://github.com/infiniV/VoiceFlow
开发/GitHub/AnmolSaini16/mapcn|AnmolSaini16/mapcn|https://github.com/AnmolSaini16/mapcn
开发/GitHub/abusoww/tuxmate|abusoww/tuxmate|https://github.com/abusoww/tuxmate
开发/GitHub/Leask/Tabminal|Leask/Tabminal|https://github.com/Leask/Tabminal
开发/GitHub/sinelaw/fresh|sinelaw/fresh|https://github.com/sinelaw/fresh
开发/GitHub/wechat-article/wechat-article-exporter|wechat-article/wechat-article-exporter|https://github.com/wechat-article/wechat-article-exporter
开发/GitHub/KuekHaoYang/KVideo|KuekHaoYang/KVideo|https://github.com/KuekHaoYang/KVideo
开发/GitHub/WithSecureLabs/Kanvas|WithSecureLabs/Kanvas|https://github.com/WithSecureLabs/Kanvas
开发/GitHub/eunomia-bpf/bpf-developer-tutorial|eunomia-bpf/bpf-developer-tutorial|https://github.com/eunomia-bpf/bpf-developer-tutorial
开发/GitHub/0xHJK/dumpall|0xHJK/dumpall|https://github.com/0xHJK/dumpall
开发/GitHub/GH05TCREW/pentestagent|GH05TCREW/pentestagent|https://github.com/GH05TCREW/pentestagent
开发/GitHub/coolcoala/koala-clash|coolcoala/koala-clash|https://github.com/coolcoala/koala-clash
开发/GitHub/huynhsontung/Screenbox|huynhsontung/Screenbox|https://github.com/huynhsontung/Screenbox
开发/GitHub/zinja-coder/jadx-ai-mcp|zinja-coder/jadx-ai-mcp|https://github.com/zinja-coder/jadx-ai-mcp
开发/GitHub/ashish0kumar/windots|ashish0kumar/windots|https://github.com/ashish0kumar/windots
开发/GitHub/Kruszoneq/macUSB|Kruszoneq/macUSB|https://github.com/Kruszoneq/macUSB
开发/GitHub/charmbracelet/crush|charmbracelet/crush|https://github.com/charmbracelet/crush
开发/GitHub/anomalyco/opentui|anomalyco/opentui|https://github.com/anomalyco/opentui
开发/GitHub/bylinxx/MacCalendar|bylinxx/MacCalendar|https://github.com/bylinxx/MacCalendar
